"","UniqueID","Longitude","Latitude","Year"
"288","AD1_2006__Diekoetter 1  118",8.95289964882,50.7582266392,"2001"
"289","AD1_2006__Diekoetter 1  119",8.94581879649,50.7537289569,"2001"
"290","AD1_2006__Diekoetter 1  120",8.95290410132,50.7537319963,"2001"
"291","AD1_2006__Diekoetter 1  121",8.93165467771,50.7492269421,"2001"
"292","AD1_2006__Diekoetter 1  122",8.93873930128,50.7492308417,"2001"
"293","AD1_2006__Diekoetter 1  123",8.93166116283,50.7447322938,"2001"
"294","AD1_2006__Diekoetter 1  124",8.9387451081,50.7447361928,"2001"
"295","AD1_2006__Marshall 1 A 1",-2.87786183499,51.0030857049,"2003"
"296","AD1_2006__Marshall 1 B 2",-2.89532542322,51.0218372787,"2003"
"297","AD1_2006__Marshall 1 C 3",-2.90592388072,50.9803902137,"2003"
"298","AD1_2006__Marshall 1 D 4",-3.1776499659,51.1910885178,"2003"
"299","AD1_2006__Marshall 1 E 5",-3.17921263138,51.0840628902,"2003"
"300","AD1_2006__Marshall 1 F 6",-3.20097216404,51.0973300839,"2003"
"301","AD1_2006__Marshall 1 L 7",-2.97816445939,51.2990340634,"2003"
"302","AD1_2006__Marshall 1 G 8",-2.50484652718,51.038565174,"2003"
"303","AD1_2006__Marshall 1 H 9",-2.49629890505,51.0395010284,"2003"
"304","AD1_2006__Marshall 1 J 10",-2.44118076618,51.3922070421,"2003"
"305","AD1_2006__Marshall 1 K 11",-2.4460551982,51.3022709861,"2003"
"306","AD1_2006__Marshall 1 M 12",-2.69956382699,51.0879181638,"2003"
"307","AD1_2006__Marshall 1 R 13",-1.7718125979,51.3154881532,"2003"
"308","AD1_2006__Marshall 1 U 14",-2.02412645345,50.9065684148,"2003"
"309","AD1_2006__Marshall 1 N 15",-1.77382447098,51.489929661,"2003"
"310","AD1_2006__Marshall 1 P 16",-1.60513649295,51.3429197104,"2003"
"311","AD1_2006__Marshall 1 Q 17",-1.6168539192,51.3150841006,"2003"
"312","AD1_2006__Marshall 1 S 18",-2.09671953273,50.9353062414,"2003"
"313","AD1_2006__Marshall 1 T 19",-2.09526327915,50.9191212075,"2003"
"314","AD1_2006__Marshall 1 V 20",-1.70536017707,51.8323441552,"2003"
"315","AD1_2006__Marshall 1 W 21",-1.69805023294,51.8404175113,"2003"
"316","AD1_2006__Marshall 1 A 22",-2.86356165861,51.0004945762,"2003"
"317","AD1_2006__Marshall 1 B 23",-2.94918432341,51.0061248642,"2003"
"318","AD1_2006__Marshall 1 C 24",-2.88979245554,50.9562344649,"2003"
"319","AD1_2006__Marshall 1 D 25",-3.13439845816,51.1780274887,"2003"
"320","AD1_2006__Marshall 1 E 26",-3.17454343113,51.068822633,"2003"
"321","AD1_2006__Marshall 1 F 27",-3.19044678313,51.0767549847,"2003"
"322","AD1_2006__Marshall 1 L 28",-2.96974931104,51.3080961213,"2003"
"323","AD1_2006__Marshall 1 G 29",-2.49492059633,51.0440029975,"2003"
"324","AD1_2006__Marshall 1 H 30",-2.48623050444,51.0314503484,"2003"
"325","AD1_2006__Marshall 1 J 31",-2.4626296161,51.381334243,"2003"
"326","AD1_2006__Marshall 1 K 32",-2.41738396071,51.3041751084,"2003"
